Entity,Day,total_vaccinations
Iowa,3/5/21,801113
Iowa,3/6/21,861247
Iowa,3/7/21,906470
Iowa,3/8/21,940050
Iowa,3/9/21,952377
Iowa,3/10/21,969877
Iowa,3/11/21,999390
Iowa,3/12/21,1034296
Iowa,3/13/21,1114523
Iowa,3/14/21,1114556
Iowa,3/15/21,1145079
Iowa,3/16/21,1155003
Iowa,3/17/21,1155384
Iowa,3/18/21,1182560
Iowa,3/19/21,1225964
Iowa,3/20/21,1265775
Iowa,3/21/21,1302395
Iowa,3/22/21,1324891
Iowa,3/23/21,1333747
Iowa,3/24/21,1346156
Iowa,3/25/21,1369302
Iowa,3/26/21,1402543
Iowa,3/27/21,1445223
Iowa,3/28/21,1488820
Iowa,3/29/21,1514487
Iowa,3/30/21,1525091
Iowa,3/31/21,1539664
Iowa,4/1/21,1567904
Iowa,4/2/21,1605295
Iowa,4/3/21,1687691
Iowa,4/4/21,1688053
Iowa,4/5/21,1706823
Iowa,4/6/21,1716227
Iowa,4/7/21,1732177
Iowa,4/8/21,1765354
Iowa,4/9/21,1807025
Iowa,4/10/21,1854009
Kansas,1/12/21,78268
Kansas,1/13/21,85650
Kansas,1/14/21,91565
Kansas,1/15/21,97779
Kansas,1/19/21,118434
Kansas,1/20/21,122705
Kansas,1/21/21,130434
Kansas,1/22/21,137094
Kansas,1/23/21,144909
Kansas,1/24/21,151249
Kansas,1/25/21,154719
Kansas,1/26/21,158743
Kansas,1/27/21,168392
Kansas,1/28/21,190301
Kansas,1/29/21,190540
Kansas,1/30/21,206520
Kansas,1/31/21,221469
Kansas,2/1/21,226895
Kansas,2/2/21,231201
Kansas,2/3/21,241156
Kansas,2/4/21,251425
Kansas,2/5/21,263624
Kansas,2/6/21,280252
Kansas,2/7/21,296284
Kansas,2/8/21,303094
Kansas,2/9/21,305574
Kansas,2/10/21,319662
Kansas,2/11/21,332923
Kansas,2/12/21,350741
Kansas,2/13/21,367891
Kansas,2/14/21,389983
Kansas,2/16/21,397247
Kansas,2/17/21,405166
Kansas,2/18/21,417825
Kansas,2/19/21,466718
Kansas,2/20/21,488738
Kansas,2/21/21,509332
Kansas,2/22/21,514728
Kansas,2/23/21,517379
Kansas,2/24/21,530904
Kansas,2/25/21,542433
Kansas,2/26/21,560776
Kansas,2/27/21,583498
Kansas,2/28/21,609765
Kansas,3/1/21,620939
Kansas,3/2/21,629548
Kansas,3/3/21,644921
Kansas,3/4/21,661143
Kansas,3/5/21,683046
Kansas,3/6/21,707897
Kansas,3/7/21,734335
Kansas,3/8/21,742945
Kansas,3/9/21,751652
Kansas,3/10/21,769636
Kansas,3/11/21,796242
Kansas,3/12/21,847260
Kansas,3/13/21,850639
Kansas,3/14/21,900500
Kansas,3/15/21,909577
Kansas,3/16/21,917107
Kansas,3/17/21,931281
Kansas,3/18/21,959395
Kansas,3/19/21,997844
Kansas,3/20/21,1035916
Kansas,3/21/21,1072867
Kansas,3/22/21,1081274
Kansas,3/23/21,1088988
Kansas,3/24/21,1115858
Kansas,3/25/21,1140488
Kansas,3/26/21,1170671
Kansas,3/27/21,1217475
Kansas,3/28/21,1249912
Kansas,3/29/21,1261951
Kansas,3/30/21,1269292
Kansas,3/31/21,1290992
Kansas,4/1/21,1311354
Kansas,4/2/21,1367364
Kansas,4/3/21,1408174
Kansas,4/4/21,1446575
Kansas,4/5/21,1456012
Kansas,4/6/21,1460582
Kansas,4/7/21,1496038
Kansas,4/8/21,1523795
Kansas,4/9/21,1558508
Kansas,4/10/21,1600435
Kentucky,1/12/21,132114
Kentucky,1/13/21,142436
Kentucky,1/14/21,155613
Kentucky,1/15/21,174748
Kentucky,1/19/21,216039
Kentucky,1/20/21,223946
Kentucky,1/21/21,235143
Kentucky,1/22/21,254144
Kentucky,1/23/21,270960
Kentucky,1/24/21,299493
Kentucky,1/25/21,307462
Kentucky,1/26/21,312192
Kentucky,1/27/21,323268
Kentucky,1/28/21,342200
Kentucky,1/29/21,366643
Kentucky,1/30/21,386001
Kentucky,1/31/21,404705
Kentucky,2/1/21,415545
Kentucky,2/2/21,419562
Kentucky,2/3/21,435400
Kentucky,2/4/21,455783
Kentucky,2/5/21,483777
Kentucky,2/6/21,517168
Kentucky,2/7/21,548342
Kentucky,2/8/21,564682
Kentucky,2/9/21,568658
Kentucky,2/10/21,584947
Kentucky,2/11/21,608198
Kentucky,2/12/21,636518
Kentucky,2/13/21,649810
Kentucky,2/14/21,678768
Kentucky,2/16/21,711588
Kentucky,2/17/21,719857
Kentucky,2/18/21,726168
Kentucky,2/19/21,779109
Kentucky,2/20/21,796952
Kentucky,2/21/21,824007
Kentucky,2/22/21,839508
Kentucky,2/23/21,851440
Kentucky,2/24/21,874840
Kentucky,2/25/21,907836
Kentucky,2/26/21,945168
Kentucky,2/27/21,980727
Kentucky,2/28/21,1020045
Kentucky,3/1/21,1046835
Kentucky,3/2/21,1061236
Kentucky,3/3/21,1082228
Kentucky,3/4/21,1117369
Kentucky,3/5/21,1162694
Kentucky,3/6/21,1209546
Kentucky,3/7/21,1254160
Kentucky,3/8/21,1283860
Kentucky,3/9/21,1293847
Kentucky,3/10/21,1318808
Kentucky,3/11/21,1357068
Kentucky,3/12/21,1401175
Kentucky,3/13/21,1492234
Kentucky,3/14/21,1496894
Kentucky,3/15/21,1532494
Kentucky,3/16/21,1547563
Kentucky,3/17/21,1582305
Kentucky,3/18/21,1619517
Kentucky,3/19/21,1668125
Kentucky,3/20/21,1713059
Kentucky,3/21/21,1762745
Kentucky,3/22/21,1797605
Kentucky,3/23/21,1813786
Kentucky,3/24/21,1838590
Kentucky,3/25/21,1876610
Kentucky,3/26/21,1924602
Kentucky,3/27/21,1976294
Kentucky,3/28/21,2019234
Kentucky,3/29/21,2058753
Kentucky,3/30/21,2074948
Kentucky,3/31/21,2100387
Kentucky,4/1/21,2142945
Kentucky,4/2/21,2192380
Kentucky,4/3/21,2252894
Kentucky,4/4/21,2300753
Kentucky,4/5/21,2327458
Kentucky,4/6/21,2333781
Kentucky,4/7/21,2368560
Kentucky,4/8/21,2414960
Kentucky,4/9/21,2471143
Kentucky,4/10/21,2525215
Long Term Care,1/12/21,951774
Long Term Care,1/13/21,1084177
Long Term Care,1/14/21,1225493
Long Term Care,1/15/21,1384963
Long Term Care,1/19/21,1745441
Long Term Care,1/20/21,1908256
Long Term Care,1/21/21,2089181
Long Term Care,1/22/21,2289284
Long Term Care,1/23/21,2437670
Long Term Care,1/24/21,2567018
Long Term Care,1/25/21,2714487
Long Term Care,1/26/21,2725830
Long Term Care,1/27/21,2904840
Long Term Care,1/28/21,3102134
Long Term Care,1/29/21,3314266
Long Term Care,1/30/21,3505431
Long Term Care,1/31/21,3683718
Long Term Care,2/1/21,3748779
Long Term Care,2/2/21,3851460
Long Term Care,2/3/21,4022407
Long Term Care,2/4/21,4210027
Long Term Care,2/5/21,4419633
Long Term Care,2/6/21,4628962
Long Term Care,2/7/21,4839144
Long Term Care,2/8/21,4946483
Long Term Care,2/9/21,5015224
Long Term Care,2/10/21,5176499
Long Term Care,2/11/21,5348775
Long Term Care,2/12/21,5507785
Long Term Care,2/13/21,5667091
Long Term Care,2/14/21,5822871
Long Term Care,2/16/21,5968542
Long Term Care,2/17/21,6070341
Long Term Care,2/18/21,6181996
Long Term Care,2/19/21,6289188
Long Term Care,2/20/21,6399010
Long Term Care,2/21/21,6519848
Long Term Care,2/22/21,6579236
Long Term Care,2/23/21,6627820
Long Term Care,2/24/21,6724310
Long Term Care,2/25/21,6817460
Long Term Care,2/26/21,6933071
Long Term Care,2/27/21,7043540
Long Term Care,2/28/21,7112537
Long Term Care,3/1/21,7154531
Long Term Care,3/2/21,7178616
Long Term Care,3/3/21,7218655
Long Term Care,3/4/21,7262104
Long Term Care,3/5/21,7306425
Long Term Care,3/6/21,7349495
Long Term Care,3/7/21,7389102
Long Term Care,3/8/21,7405816
Long Term Care,3/9/21,7419240
Long Term Care,3/10/21,7445798
Long Term Care,3/11/21,7473597
Long Term Care,3/12/21,7499822
Long Term Care,3/13/21,7538985
Long Term Care,3/14/21,7547477
Long Term Care,3/15/21,7559194
Long Term Care,3/16/21,7569120
Long Term Care,3/17/21,7585936
Long Term Care,3/18/21,7614153
Long Term Care,3/19/21,7630706
Long Term Care,3/20/21,7648211
Long Term Care,3/21/21,7662913
Long Term Care,3/22/21,7671197
Long Term Care,3/23/21,7675790
Long Term Care,3/24/21,7683903
Long Term Care,3/25/21,7690646
Long Term Care,3/26/21,7699428
Long Term Care,3/27/21,7707857
Long Term Care,3/28/21,7715923
Long Term Care,3/29/21,7718036
Long Term Care,3/30/21,7719964
Long Term Care,3/31/21,7726500
Long Term Care,4/1/21,7731353
Long Term Care,4/2/21,7735342
Long Term Care,4/3/21,7738792
Long Term Care,4/4/21,7742126
Long Term Care,4/5/21,7743373
Long Term Care,4/6/21,7748620
Long Term Care,4/7/21,7751004
Long Term Care,4/8/21,7754456
Long Term Care,4/9/21,7759386
Long Term Care,4/10/21,7764006
Louisiana,1/12/21,142771
Louisiana,1/13/21,156186
Louisiana,1/14/21,175811
Louisiana,1/15/21,197967
Louisiana,1/19/21,255591
Louisiana,1/20/21,264400
Louisiana,1/21/21,279398
Louisiana,1/22/21,297655
Louisiana,1/23/21,315023
Louisiana,1/24/21,334086
Louisiana,1/25/21,341447
Louisiana,1/26/21,345675
Louisiana,1/27/21,358746
Louisiana,1/28/21,375895
Louisiana,1/29/21,398312
Louisiana,1/30/21,420908
Louisiana,1/31/21,443715
Louisiana,2/1/21,463179
Louisiana,2/2/21,476014
Louisiana,2/3/21,488960
Louisiana,2/4/21,509982
Louisiana,2/5/21,536404
Louisiana,2/6/21,570731
Louisiana,2/7/21,599941
Louisiana,2/8/21,614041
Louisiana,2/9/21,619729
Louisiana,2/10/21,639019
Louisiana,2/11/21,639019
Louisiana,2/12/21,701110
Louisiana,2/13/21,735622
Louisiana,2/14/21,769155
Louisiana,2/16/21,784976
Louisiana,2/17/21,791574
Louisiana,2/18/21,795511
Louisiana,2/19/21,859565
Louisiana,2/20/21,877683
Louisiana,2/21/21,894519
Louisiana,2/22/21,903226
Louisiana,2/23/21,907334
Louisiana,2/24/21,920794
Louisiana,2/25/21,943419
Louisiana,2/26/21,978234
Louisiana,2/27/21,1019381
Louisiana,2/28/21,1056975
Louisiana,3/1/21,1076576
Louisiana,3/2/21,1084499
Louisiana,3/3/21,1107626
Louisiana,3/4/21,1139071
Louisiana,3/5/21,1179138
Louisiana,3/6/21,1179915
Louisiana,3/7/21,1180945
Louisiana,3/8/21,1277889
Louisiana,3/9/21,1286353
Louisiana,3/10/21,1309279
Louisiana,3/11/21,1340630
Louisiana,3/12/21,1379998
Louisiana,3/13/21,1464259
Louisiana,3/14/21,1464377
Louisiana,3/15/21,1484459
Louisiana,3/16/21,1494482
Louisiana,3/17/21,1519050
Louisiana,3/18/21,1519659
Louisiana,3/19/21,1587368
Louisiana,3/20/21,1629437
Louisiana,3/21/21,1664443
Louisiana,3/22/21,1688633
Louisiana,3/23/21,1695779
Louisiana,3/24/21,1725080
Louisiana,3/25/21,1756494
Louisiana,3/26/21,1793002
Louisiana,3/27/21,1838055
Louisiana,3/28/21,1882190
Louisiana,3/29/21,1911134
Louisiana,3/30/21,1920242
Louisiana,3/31/21,1963625
Louisiana,4/1/21,2003199
Louisiana,4/2/21,2047718
Louisiana,4/3/21,2093895
Louisiana,4/4/21,2116985
Louisiana,4/5/21,2131488
Louisiana,4/6/21,2134372
Louisiana,4/7/21,2161015
Louisiana,4/8/21,2199349
Louisiana,4/9/21,2239421
Louisiana,4/10/21,2279467
Maine,1/12/21,54945
Maine,1/13/21,57248
Maine,1/14/21,61129
Maine,1/15/21,61129
Maine,1/19/21,73978
Maine,1/20/21,76167
Maine,1/21/21,80502
Maine,1/22/21,86395
Maine,1/23/21,93003
Maine,1/24/21,99815
Maine,1/25/21,104069
Maine,1/26/21,104924
Maine,1/27/21,109183
Maine,1/28/21,115191
Maine,1/29/21,123207
Maine,1/30/21,132067
Maine,1/31/21,140353
Maine,2/1/21,145786
Maine,2/2/21,145786
Maine,2/3/21,145786
Maine,2/4/21,153439
Maine,2/5/21,159236
Maine,2/6/21,168626
Maine,2/7/21,178449
Maine,2/8/21,178449
Maine,2/9/21,187512
Maine,2/10/21,193246
Maine,2/11/21,193246
Maine,2/12/21,193246
Maine,2/13/21,193246
Maine,2/14/21,193246
Maine,2/16/21,238137
Maine,2/17/21,242445
Maine,2/18/21,242445
Maine,2/19/21,268162
Maine,2/20/21,268322
Maine,2/21/21,268693
Maine,2/22/21,297116
Maine,2/23/21,299427
Maine,2/24/21,305362
Maine,2/25/21,305397
Maine,2/26/21,305477
Maine,2/27/21,332358
Maine,2/28/21,332999
Maine,3/1/21,334009
Maine,3/2/21,334325
Maine,3/3/21,334449
Maine,3/4/21,334528
Maine,3/5/21,382117
Maine,3/6/21,398509
Maine,3/7/21,399534
Maine,3/8/21,427445
Maine,3/9/21,432219
Maine,3/10/21,441443
Maine,3/11/21,442593
Maine,3/12/21,476530
Maine,3/13/21,477511
Maine,3/14/21,510397
Maine,3/15/21,523269
Maine,3/16/21,528109
Maine,3/17/21,528359
Maine,3/18/21,528977
Maine,3/19/21,557469
Maine,3/20/21,557814
Maine,3/21/21,558351
Maine,3/22/21,595845
Maine,3/23/21,599693
Maine,3/24/21,599839
Maine,3/25/21,620556
Maine,3/26/21,639773
Maine,3/27/21,656607
Maine,3/28/21,673445
Maine,3/29/21,683925
Maine,3/30/21,687989
Maine,3/31/21,697663
Maine,4/1/21,715036
Maine,4/2/21,735876
Maine,4/3/21,756766
Maine,4/4/21,778195
Maine,4/5/21,795748
Maine,4/6/21,798203
Maine,4/7/21,809459
Maine,4/8/21,829113
Maine,4/9/21,856186
Maine,4/10/21,883051
Marshall Islands,1/12/21,639
Marshall Islands,1/13/21,649
Marshall Islands,1/14/21,649
Marshall Islands,1/15/21,658
Marshall Islands,1/19/21,1282
Marshall Islands,1/20/21,1514
Marshall Islands,1/21/21,1991
Marshall Islands,1/22/21,2438
Marshall Islands,1/23/21,2873
Marshall Islands,1/24/21,3098
Marshall Islands,1/25/21,3098
Marshall Islands,1/26/21,3284
Marshall Islands,1/27/21,3538
Marshall Islands,1/28/21,3755
Marshall Islands,1/29/21,3928
Marshall Islands,1/30/21,3992
Marshall Islands,1/31/21,4127
Marshall Islands,2/1/21,4127
Marshall Islands,2/2/21,4258
Marshall Islands,2/3/21,4258
Marshall Islands,2/4/21,4424
Marshall Islands,2/5/21,4553
Marshall Islands,2/6/21,4740
Marshall Islands,2/7/21,4907
Marshall Islands,2/8/21,4907
Marshall Islands,2/9/21,5145
Marshall Islands,2/10/21,5260
Marshall Islands,2/11/21,5433
Marshall Islands,2/12/21,5609
Marshall Islands,2/13/21,5730
Marshall Islands,2/14/21,5938
Marshall Islands,2/16/21,6455
Marshall Islands,2/17/21,6458
Marshall Islands,2/18/21,6760
Marshall Islands,2/19/21,7417
Marshall Islands,2/20/21,7733
Marshall Islands,2/21/21,8716
Marshall Islands,2/22/21,8926
Marshall Islands,2/23/21,9462
Marshall Islands,2/24/21,9995
Marshall Islands,2/25/21,10360
Marshall Islands,2/26/21,10745
Marshall Islands,2/27/21,10745
Marshall Islands,2/28/21,11197
Marshall Islands,3/1/21,11197
Marshall Islands,3/2/21,11351
Marshall Islands,3/3/21,11351
Marshall Islands,3/4/21,12111
Marshall Islands,3/5/21,12592
Marshall Islands,3/6/21,13292
Marshall Islands,3/7/21,13742
Marshall Islands,3/8/21,13742
Marshall Islands,3/9/21,14523
Marshall Islands,3/10/21,14987
Marshall Islands,3/11/21,15516
Marshall Islands,3/12/21,15896
Marshall Islands,3/13/21,16007
Marshall Islands,3/14/21,16007
Marshall Islands,3/15/21,16007
Marshall Islands,3/16/21,16100
Marshall Islands,3/17/21,17112
Marshall Islands,3/18/21,17112
Marshall Islands,3/19/21,17112
Marshall Islands,3/20/21,18039
Marshall Islands,3/21/21,18873
Marshall Islands,3/22/21,18873
Marshall Islands,3/23/21,18873
Marshall Islands,3/24/21,19083
Marshall Islands,3/25/21,19343
Marshall Islands,3/26/21,19871
Marshall Islands,3/27/21,19871
Marshall Islands,3/28/21,20014
Marshall Islands,3/29/21,20342
Marshall Islands,3/30/21,20342
Marshall Islands,3/31/21,20512
Marshall Islands,4/1/21,20689
Marshall Islands,4/2/21,20923
Marshall Islands,4/3/21,21328
Marshall Islands,4/4/21,21785
Marshall Islands,4/5/21,21785
Marshall Islands,4/6/21,21952
Marshall Islands,4/7/21,22127
Marshall Islands,4/8/21,22507
Marshall Islands,4/9/21,22507
Marshall Islands,4/10/21,23003
Maryland,1/12/21,146231
Maryland,1/13/21,178056
Maryland,1/14/21,178056
Maryland,1/15/21,194705
Maryland,1/19/21,247597
Maryland,1/20/21,258146
Maryland,1/21/21,271905
Maryland,1/22/21,287512
Maryland,1/23/21,307411
Maryland,1/24/21,338544
Maryland,1/25/21,350835
Maryland,1/26/21,365519
Maryland,1/27/21,389253
Maryland,1/28/21,412206
Maryland,1/29/21,442565
Maryland,1/30/21,475780
Maryland,1/31/21,505454
Maryland,2/1/21,528301
Maryland,2/2/21,537037
Maryland,2/3/21,546409
Maryland,2/4/21,565821
Maryland,2/5/21,594647
Maryland,2/6/21,626838
Maryland,2/7/21,665025
Maryland,2/8/21,683305
Maryland,2/9/21,692965
Maryland,2/10/21,721159
Maryland,2/11/21,745478
Maryland,2/12/21,778790
Maryland,2/13/21,812231
Maryland,2/14/21,850994
Maryland,2/16/21,887943
Maryland,2/17/21,903172
Maryland,2/18/21,930567
Maryland,2/19/21,1011323
Maryland,2/20/21,1054467
Maryland,2/21/21,1087762
Maryland,2/22/21,1111529
Maryland,2/23/21,1132483
Maryland,2/24/21,1159983
Maryland,2/25/21,1199143
Maryland,2/26/21,1239644
Maryland,2/27/21,1280675
Maryland,2/28/21,1325977
Maryland,3/1/21,1364145
Maryland,3/2/21,1390370
Maryland,3/3/21,1454494
Maryland,3/4/21,1497538
Maryland,3/5/21,1548380
Maryland,3/6/21,1606378
Maryland,3/7/21,1645609
Maryland,3/8/21,1671778
Maryland,3/9/21,1715039
Maryland,3/10/21,1761081
Maryland,3/11/21,1812309
Maryland,3/12/21,1859444
Maryland,3/13/21,1922161
Maryland,3/14/21,1961982
Maryland,3/15/21,1991188
Maryland,3/16/21,2033434
Maryland,3/17/21,2082976
Maryland,3/18/21,2130973
Maryland,3/19/21,2190923
Maryland,3/20/21,2194556
Maryland,3/21/21,2287975
Maryland,3/22/21,2320073
Maryland,3/23/21,2357211
Maryland,3/24/21,2409705
Maryland,3/25/21,2464830
Maryland,3/26/21,2532593
Maryland,3/27/21,2594534
Maryland,3/28/21,2648201
Maryland,3/29/21,2681526
Maryland,3/30/21,2736823
Maryland,3/31/21,2809466
Maryland,4/1/21,2882170
Maryland,4/2/21,2961306
Maryland,4/3/21,3043682
Maryland,4/4/21,3103045
Maryland,4/5/21,3126025
Maryland,4/6/21,3174405
Maryland,4/7/21,3251010
Maryland,4/8/21,3330227
Maryland,4/9/21,3414598
Maryland,4/10/21,3513930
Massachusetts,1/12/21,204082
Massachusetts,1/13/21,217443
Massachusetts,1/14/21,233476
Massachusetts,1/15/21,257175
Massachusetts,1/19/21,318877
Massachusetts,1/20/21,330490
Massachusetts,1/21/21,353117
Massachusetts,1/22/21,370627
Massachusetts,1/23/21,392967
Massachusetts,1/24/21,419806
Massachusetts,1/25/21,433615
Massachusetts,1/26/21,442703
Massachusetts,1/27/21,464275
Massachusetts,1/28/21,490332
Massachusetts,1/29/21,520504
Massachusetts,1/30/21,547082
Massachusetts,1/31/21,579181
Massachusetts,2/1/21,608947
Massachusetts,2/2/21,625477
Massachusetts,2/3/21,625477
Massachusetts,2/4/21,652929
Massachusetts,2/5/21,685074
Massachusetts,2/6/21,727120
Massachusetts,2/7/21,780268
Massachusetts,2/8/21,806376
Massachusetts,2/9/21,832242
Massachusetts,2/10/21,883945
Massachusetts,2/11/21,924612
Massachusetts,2/12/21,962711
Massachusetts,2/13/21,1009560
Massachusetts,2/14/21,1085584
Massachusetts,2/16/21,1146860
Massachusetts,2/17/21,1170398
Massachusetts,2/18/21,1214821
Massachusetts,2/19/21,1316402
Massachusetts,2/20/21,1375439
Massachusetts,2/21/21,1426512
Massachusetts,2/22/21,1468992
Massachusetts,2/23/21,1500077
Massachusetts,2/24/21,1533534
Massachusetts,2/25/21,1576657
Massachusetts,2/26/21,1625459
Massachusetts,2/27/21,1684341
Massachusetts,2/28/21,1735916
Massachusetts,3/1/21,1803528
Massachusetts,3/2/21,1837816
Massachusetts,3/3/21,1884139
Massachusetts,3/4/21,1941018
Massachusetts,3/5/21,2005708
Massachusetts,3/6/21,2082052
Massachusetts,3/7/21,2148356
Massachusetts,3/8/21,2199086
Massachusetts,3/9/21,2226167
Massachusetts,3/10/21,2313916
Massachusetts,3/11/21,2376322
Massachusetts,3/12/21,2443419
Massachusetts,3/13/21,2561749
Massachusetts,3/14/21,2561749
Massachusetts,3/15/21,2620671
Massachusetts,3/16/21,2633498
Massachusetts,3/17/21,2710203
Massachusetts,3/18/21,2773542
Massachusetts,3/19/21,2837941
Massachusetts,3/20/21,2909219
Massachusetts,3/21/21,2972826
Massachusetts,3/22/21,3032996
Massachusetts,3/23/21,3066115
Massachusetts,3/24/21,3131419
Massachusetts,3/25/21,3196050
Massachusetts,3/26/21,3270796
Massachusetts,3/27/21,3345239
Massachusetts,3/28/21,3424253
Massachusetts,3/29/21,3495331
Massachusetts,3/30/21,3535818
Massachusetts,3/31/21,3611067
Massachusetts,4/1/21,3685186
Massachusetts,4/2/21,3771380
Massachusetts,4/3/21,3868668
Massachusetts,4/4/21,3968332
Massachusetts,4/5/21,4041785
Massachusetts,4/6/21,4079774
Massachusetts,4/7/21,4161913
Massachusetts,4/8/21,4252091
Massachusetts,4/9/21,4345857
Massachusetts,4/10/21,4461283
Michigan,1/12/21,227685
Michigan,1/13/21,291519
Michigan,1/14/21,327235
Michigan,1/15/21,364182
Michigan,1/19/21,483592
Michigan,1/20/21,508607
Michigan,1/21/21,548844
Michigan,1/22/21,595454
Michigan,1/23/21,652661
Michigan,1/24/21,695273
Michigan,1/25/21,727437
Michigan,1/26/21,742270
Michigan,1/27/21,772031
Michigan,1/28/21,814416
Michigan,1/29/21,866663
Michigan,1/30/21,922423
Michigan,1/31/21,977030
Michigan,2/1/21,1005544
Michigan,2/2/21,1015483
Michigan,2/3/21,1042268
Michigan,2/4/21,1078808
Michigan,2/5/21,1134175
Michigan,2/6/21,1193181
Michigan,2/7/21,1251940
Michigan,2/8/21,1282375
Michigan,2/9/21,1309883
Michigan,2/10/21,1358924
Michigan,2/11/21,1412047
Michigan,2/12/21,1465627
Michigan,2/13/21,1537856
Michigan,2/14/21,1604973
Michigan,2/16/21,1657007
Michigan,2/17/21,1680901
Michigan,2/18/21,1718790
Michigan,2/19/21,1833886
Michigan,2/20/21,1884038
Michigan,2/21/21,1933648
Michigan,2/22/21,1972201
Michigan,2/23/21,1985511
Michigan,2/24/21,2044496
Michigan,2/25/21,2103114
Michigan,2/26/21,2165950
Michigan,2/27/21,2245696
Michigan,2/28/21,2318415
Michigan,3/1/21,2357259
Michigan,3/2/21,2389534
Michigan,3/3/21,2423899
Michigan,3/4/21,2476796
Michigan,3/5/21,2555112
Michigan,3/6/21,2637353
Michigan,3/7/21,2716893
Michigan,3/8/21,2765577
Michigan,3/9/21,2787289
Michigan,3/10/21,2831319
Michigan,3/11/21,2899309
Michigan,3/12/21,2983009
Michigan,3/13/21,3076878
Michigan,3/14/21,3166094
Michigan,3/15/21,3170085
Michigan,3/16/21,3245598
Michigan,3/17/21,3310710
Michigan,3/18/21,3396328
Michigan,3/19/21,3484418
Michigan,3/20/21,3589255
Michigan,3/21/21,3681378
Michigan,3/22/21,3747788
Michigan,3/23/21,3776838
Michigan,3/24/21,3841144
Michigan,3/25/21,3914742
Michigan,3/26/21,4006900
Michigan,3/27/21,4114426
Michigan,3/28/21,4214787
Michigan,3/29/21,4295979
Michigan,3/30/21,4329057
Michigan,3/31/21,4419793
Michigan,4/1/21,4514072
Michigan,4/2/21,4619345
Michigan,4/3/21,4749818
Michigan,4/4/21,4848250
Michigan,4/5/21,4912079
Michigan,4/6/21,4937557
Michigan,4/7/21,5013346
Michigan,4/8/21,5112551
Michigan,4/9/21,5223390
Michigan,4/10/21,5372960
Minnesota,1/12/21,162240
Minnesota,1/13/21,165355
Minnesota,1/14/21,179684
Minnesota,1/15/21,198253
Minnesota,1/19/21,251535
Minnesota,1/20/21,252548
Minnesota,1/21/21,259417
Minnesota,1/22/21,278234
Minnesota,1/23/21,305297
Minnesota,1/24/21,321180
Minnesota,1/25/21,346864
Minnesota,1/26/21,360442
Minnesota,1/27/21,375395
Minnesota,1/28/21,403640
Minnesota,1/29/21,440350
Minnesota,1/30/21,485850
Minnesota,1/31/21,518744
Minnesota,2/1/21,546330
Minnesota,2/2/21,552701
Minnesota,2/3/21,552701
Minnesota,2/4/21,634453
Minnesota,2/5/21,634453
Minnesota,2/6/21,703366
Minnesota,2/7/21,729088
Minnesota,2/8/21,745290
Minnesota,2/9/21,745290
Minnesota,2/10/21,745290
Minnesota,2/11/21,754262
Minnesota,2/12/21,787006
Minnesota,2/13/21,831483
Minnesota,2/14/21,870743
Minnesota,2/16/21,908875
Minnesota,2/17/21,925182
Minnesota,2/18/21,957275
Minnesota,2/19/21,1051784
Minnesota,2/20/21,1097316
Minnesota,2/21/21,1136840
Minnesota,2/22/21,1138309
Minnesota,2/23/21,1170259
Minnesota,2/24/21,1189101
Minnesota,2/25/21,1218799
Minnesota,2/26/21,1261762
Minnesota,2/27/21,1322288
Minnesota,2/28/21,1393985
Minnesota,3/1/21,1429631
Minnesota,3/2/21,1443875
Minnesota,3/3/21,1477533
Minnesota,3/4/21,1512877
Minnesota,3/5/21,1562547
Minnesota,3/6/21,1627997
Minnesota,3/7/21,1681447
Minnesota,3/8/21,1725656
Minnesota,3/9/21,1746992
Minnesota,3/10/21,1771967
Minnesota,3/11/21,1823592
Minnesota,3/12/21,1874674
Minnesota,3/13/21,2000813
Minnesota,3/14/21,2000939
Minnesota,3/15/21,2037382
Minnesota,3/16/21,2046151
Minnesota,3/17/21,2080648
Minnesota,3/18/21,2119439
Minnesota,3/19/21,2180483
Minnesota,3/20/21,2244149
Minnesota,3/21/21,2306429
Minnesota,3/22/21,2340900
Minnesota,3/23/21,2353672
Minnesota,3/24/21,2380640
Minnesota,3/25/21,2417606
Minnesota,3/26/21,2479001
Minnesota,3/27/21,2557970
Minnesota,3/28/21,2632176
Minnesota,3/29/21,2665779
Minnesota,3/30/21,2702080
Minnesota,3/31/21,2751928
Minnesota,4/1/21,2800651
Minnesota,4/2/21,2867187
Minnesota,4/3/21,2955945
Minnesota,4/4/21,3028798
Minnesota,4/5/21,3073562
Minnesota,4/6/21,3084723
Minnesota,4/7/21,3135211
Minnesota,4/8/21,3187097
Minnesota,4/9/21,3260958
Minnesota,4/10/21,3312268
Mississippi,1/12/21,54544
Mississippi,1/13/21,61289
Mississippi,1/14/21,71848
Mississippi,1/15/21,84328
Mississippi,1/19/21,113572
Mississippi,1/20/21,122586
Mississippi,1/21/21,136691
Mississippi,1/22/21,150524
Mississippi,1/23/21,150524
Mississippi,1/24/21,177636
Mississippi,1/25/21,180960
Mississippi,1/26/21,182013
Mississippi,1/27/21,190239
Mississippi,1/28/21,201247
Mississippi,1/29/21,212748
Mississippi,1/30/21,222487
Mississippi,1/31/21,236401
Mississippi,2/1/21,238859
Mississippi,2/2/21,240125
Mississippi,2/3/21,250905
Mississippi,2/4/21,250905
Mississippi,2/5/21,275884
Mississippi,2/6/21,300464
